station_id,name,lat,lon,capacity,num_bikes_available,num_docks_available,timestamp
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 02:15:57
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 02:15:57
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 02:15:57
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 02:15:57
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 02:15:57
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 02:15:57
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 02:15:57
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 02:15:57
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,11,0,2026-03-14 02:15:57
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 02:15:57
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 02:15:57
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,27,8,19,2026-03-14 02:15:57
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 02:15:57
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 02:15:57
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 02:15:57
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 02:15:57
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 04:00:42
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 04:00:42
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 04:00:42
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 04:00:42
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 04:00:42
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 04:00:42
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 04:00:42
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 04:00:42
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,10,1,2026-03-14 04:00:42
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 04:00:42
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 04:00:42
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,27,8,19,2026-03-14 04:00:42
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 04:00:42
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 04:00:42
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 04:00:42
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 04:00:42
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 05:15:07
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 05:15:07
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 05:15:07
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 05:15:07
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 05:15:07
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 05:15:07
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 05:15:07
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 05:15:07
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,10,1,2026-03-14 05:15:07
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 05:15:07
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 05:15:07
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,9,17,2026-03-14 05:15:07
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 05:15:07
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 05:15:07
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 05:15:07
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 05:15:07
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 07:02:08
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 07:02:08
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 07:02:08
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 07:02:08
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 07:02:08
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 07:02:08
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 07:02:08
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 07:02:08
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,10,1,2026-03-14 07:02:08
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 07:02:08
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 07:02:08
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,9,17,2026-03-14 07:02:08
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 07:02:08
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 07:02:08
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 07:02:08
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 07:02:08
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 07:56:31
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 07:56:31
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 07:56:31
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 07:56:31
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 07:56:31
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 07:56:31
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 07:56:31
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 07:56:31
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,10,1,2026-03-14 07:56:31
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 07:56:31
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 07:56:31
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,9,17,2026-03-14 07:56:31
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 07:56:31
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 07:56:31
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 07:56:31
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 07:56:31
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 08:48:37
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 08:48:37
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 08:48:37
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 08:48:37
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 08:48:37
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 08:48:37
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 08:48:37
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 08:48:37
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,10,1,2026-03-14 08:48:37
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 08:48:37
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 08:48:37
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,9,17,2026-03-14 08:48:37
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 08:48:37
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 08:48:37
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 08:48:37
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 08:48:37
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 09:41:20
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 09:41:20
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 09:41:20
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 09:41:20
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 09:41:20
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 09:41:20
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 09:41:20
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 09:41:20
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,10,1,2026-03-14 09:41:20
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 09:41:20
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 09:41:20
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,9,17,2026-03-14 09:41:20
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 09:41:20
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 09:41:20
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 09:41:20
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 09:41:20
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 10:36:46
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 10:36:46
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 10:36:46
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 10:36:46
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 10:36:46
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 10:36:46
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 10:36:46
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 10:36:46
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,10,1,2026-03-14 10:36:46
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 10:36:46
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 10:36:46
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,9,17,2026-03-14 10:36:46
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 10:36:46
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 10:36:46
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 10:36:46
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 10:36:46
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 11:31:02
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 11:31:02
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 11:31:02
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 11:31:02
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 11:31:02
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 11:31:02
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 11:31:02
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 11:31:02
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,10,1,2026-03-14 11:31:02
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 11:31:02
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 11:31:02
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,9,17,2026-03-14 11:31:02
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 11:31:02
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 11:31:02
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 11:31:02
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 11:31:02
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 13:08:44
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 13:08:44
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 13:08:44
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 13:08:44
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 13:08:44
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 13:08:44
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 13:08:44
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 13:08:44
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,10,1,2026-03-14 13:08:44
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 13:08:44
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 13:08:44
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,9,17,2026-03-14 13:08:44
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 13:08:44
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 13:08:44
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 13:08:44
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 13:08:44
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 14:01:09
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 14:01:09
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 14:01:09
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 14:01:09
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 14:01:09
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 14:01:09
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 14:01:09
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 14:01:09
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,10,1,2026-03-14 14:01:09
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 14:01:09
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 14:01:09
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,9,17,2026-03-14 14:01:09
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 14:01:09
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 14:01:09
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 14:01:09
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 14:01:09
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 14:56:17
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 14:56:17
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 14:56:17
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 14:56:17
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 14:56:17
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 14:56:17
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 14:56:17
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 14:56:17
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,10,1,2026-03-14 14:56:17
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 14:56:17
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 14:56:17
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,9,17,2026-03-14 14:56:17
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 14:56:17
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 14:56:17
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 14:56:17
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 14:56:17
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 15:37:02
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 15:37:02
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 15:37:02
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 15:37:02
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 15:37:02
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 15:37:02
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 15:37:02
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 15:37:02
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,10,1,2026-03-14 15:37:02
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 15:37:02
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 15:37:02
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,9,17,2026-03-14 15:37:02
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 15:37:02
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 15:37:02
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,16,2,2026-03-14 15:37:02
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 15:37:02
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 16:40:52
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 16:40:52
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 16:40:52
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 16:40:52
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 16:40:52
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 16:40:52
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 16:40:52
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 16:40:52
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,9,2,2026-03-14 16:40:52
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 16:40:52
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 16:40:52
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,9,17,2026-03-14 16:40:52
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 16:40:52
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 16:40:52
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,17,1,2026-03-14 16:40:52
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 16:40:52
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 17:34:11
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 17:34:11
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 17:34:11
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,13,2,2026-03-14 17:34:11
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 17:34:11
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 17:34:11
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 17:34:11
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 17:34:11
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,9,2,2026-03-14 17:34:11
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 17:34:11
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 17:34:11
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,7,19,2026-03-14 17:34:11
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 17:34:11
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 17:34:11
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,18,0,2026-03-14 17:34:11
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 17:34:11
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 18:51:01
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 18:51:01
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 18:51:01
7314,Queen St. E / Eastern Ave,43.667208,-79.312315,15,14,1,2026-03-14 18:51:01
7315,Queen St E / Hammersmith Ave,43.671349,-79.29451,11,11,0,2026-03-14 18:51:01
7316,Queen St. E / Spruce Hill Rd.,43.672571,-79.289,15,15,0,2026-03-14 18:51:01
7317,Hubbard Blvd / Balsam Av,43.669328,-79.288949,19,19,0,2026-03-14 18:51:01
7318,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162,15,15,0,2026-03-14 18:51:01
7319,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244,11,9,2,2026-03-14 18:51:01
7364,Queen St E / Nursewood Rd,43.673831,-79.281455,19,18,0,2026-03-14 18:51:01
7365,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014,23,23,0,2026-03-14 18:51:01
7427,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,26,7,19,2026-03-14 18:51:01
7428,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711,27,26,0,2026-03-14 18:51:01
7692,85 Lee Ave,43.6700692,-79.2971326,26,22,0,2026-03-14 18:51:01
7695,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,19,18,0,2026-03-14 18:51:01
8190,1651 Queen St E,43.66669198937586,-79.31437376868756,27,26,1,2026-03-14 18:51:01
7303,Queen St E / Woodward Ave,43.665269,-79.319796,19,19,0,2026-03-14 19:34:05
7309,Queen St E / Rhodes Ave,43.666224,-79.317693,23,16,7,2026-03-14 19:34:05
7313,Emdaabiimok Ave / Lake Shore Blvd E,43.662771,-79.315223,15,15,0,2026-03-14 19:34:05
